ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
209950_s_at,3.99E-08,5.01E-10,25.459445,VILL,villin like
205127_at,4.02E-08,5.07E-10,25.442301,PTGS1,prostaglandin-endoperoxide synthase 1
201395_at,4.30E-08,5.45E-10,25.342409,RBM5,RNA binding motif protein 5
207564_x_at,4.30E-08,5.46E-10,25.338612,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
206176_at,4.35E-08,5.55E-10,25.315954,BMP6,bone morphogenetic protein 6
212843_at,4.38E-08,5.61E-10,25.300783,NCAM1,neural cell adhesion molecule 1
214911_s_at,4.38E-08,5.62E-10,25.299479,BRD2,bromodomain containing 2
211924_s_at,4.60E-08,5.92E-10,25.225708,PLAUR,"plasminogen activator, urokinase receptor"
215111_s_at,4.65E-08,6.01E-10,25.205131,TSC22D1,TSC22 domain family member 1
218854_at,4.66E-08,6.05E-10,25.195658,DSE,dermatan sulfate epimerase
218559_s_at,4.67E-08,6.10E-10,25.184467,MAFB,MAF bZIP transcription factor B
203497_at,4.67E-08,6.10E-10,25.182913,MED1,mediator complex subunit 1
202446_s_at,4.71E-08,6.18E-10,25.16625,PLSCR1,phospholipid scramblase 1
214470_at,4.73E-08,6.22E-10,25.155927,KLRB1,killer cell lectin like receptor B1
205098_at,4.80E-08,6.33E-10,25.131924,CCR1,C-C motif chemokine receptor 1
203585_at,4.83E-08,6.40E-10,25.117536,ZNF185,zinc finger protein 185 (LIM domain)
201369_s_at,4.95E-08,6.57E-10,25.079667,ZFP36L2,ZFP36 ring finger protein like 2
202559_x_at,5.13E-08,6.84E-10,25.024536,CHTOP,chromatin target of PRMT1
206272_at,5.17E-08,6.91E-10,25.009138,SPHAR///RAB4A,"S-phase response (cyclin related)///RAB4A, member RAS oncogene family"
208546_x_at,5.17E-08,6.93E-10,25.005237,HIST1H2BH,"histone cluster 1, H2bh"
209344_at,5.19E-08,6.98E-10,24.995861,TPM4,tropomyosin 4
212177_at,5.19E-08,7.01E-10,24.989492,PNISR,PNN interacting serine and arginine rich protein
213326_at,5.33E-08,7.22E-10,24.949281,VAMP1,vesicle associated membrane protein 1
211763_s_at,5.34E-08,7.26E-10,24.941575,UBE2B,ubiquitin conjugating enzyme E2 B
220094_s_at,5.66E-08,7.72E-10,24.855674,MCUR1,mitochondrial calcium uniporter regulator 1
215773_x_at,6.16E-08,8.42E-10,24.734391,PARP2,poly(ADP-ribose) polymerase 2
212333_at,6.20E-08,8.51E-10,24.720553,FAM98A,family with sequence similarity 98 member A
212667_at,6.22E-08,8.56E-10,24.711646,SPARC,secreted protein acidic and cysteine rich
214100_x_at,6.29E-08,8.70E-10,24.689976,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
214280_x_at,6.67E-08,9.25E-10,24.604,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
203660_s_at,6.85E-08,9.53E-10,24.563318,PCNT,pericentrin
211744_s_at,6.86E-08,9.58E-10,24.556261,CD58,CD58 molecule
212546_s_at,7.20E-08,1.01E-09,24.485642,FRYL,FRY like transcription coactivator
205403_at,7.25E-08,1.02E-09,24.471595,IL1R2,interleukin 1 receptor type 2
204627_s_at,7.43E-08,1.05E-09,24.43233,ITGB3,integrin subunit beta 3
220349_s_at,7.45E-08,1.06E-09,24.420134,ENGASE,endo-beta-N-acetylglucosaminidase
213794_s_at,7.45E-08,1.06E-09,24.419829,NGDN,neuroguidin
204420_at,7.67E-08,1.09E-09,24.376778,FOSL1,"FOS like 1, AP-1 transcription factor subunit"
221984_s_at,7.78E-08,1.11E-09,24.352723,FAM134A,family with sequence similarity 134 member A
200000_s_at,7.91E-08,1.13E-09,24.323207,PRPF8,pre-mRNA processing factor 8
203802_x_at,7.91E-08,1.14E-09,24.319729,NSUN5,NOP2/Sun RNA methyltransferase family member 5
221651_x_at,7.92E-08,1.14E-09,24.309441,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
205300_s_at,7.92E-08,1.15E-09,24.309122,SNRNP35,small nuclear ribonucleoprotein U11/U12 subunit 35
205119_s_at,8.05E-08,1.17E-09,24.279385,FPR1,formyl peptide receptor 1
200953_s_at,8.05E-08,1.17E-09,24.278516,CCND2,cyclin D2
206710_s_at,8.29E-08,1.21E-09,24.234157,EPB41L3,erythrocyte membrane protein band 4.1 like 3
211026_s_at,8.33E-08,1.22E-09,24.223206,MGLL,monoglyceride lipase
211969_at,8.73E-08,1.28E-09,24.153584,HSP90AA1,heat shock protein 90 alpha family class A member 1
200919_at,8.81E-08,1.30E-09,24.137467,PHC2,polyhomeotic homolog 2
219708_at,8.82E-08,1.30E-09,24.13225,NT5M,"5',3'-nucleotidase, mitochondrial"
205173_x_at,9.63E-08,1.43E-09,24.005888,CD58,CD58 molecule
206964_at,9.68E-08,1.44E-09,23.994938,NAT8B,"N-acetyltransferase 8B (putative, gene/pseudogene)"
214779_s_at,9.72E-08,1.45E-09,23.984332,SGSM3,small G protein signaling modulator 3
204254_s_at,9.72E-08,1.46E-09,23.976769,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor"
203936_s_at,9.72E-08,1.46E-09,23.976417,MMP9,matrix metallopeptidase 9
201367_s_at,9.77E-08,1.47E-09,23.965315,ZFP36L2,ZFP36 ring finger protein like 2
212103_at,9.82E-08,1.48E-09,23.954626,KPNA6,karyopherin subunit alpha 6
201412_at,1.04E-07,1.58E-09,23.864006,LRP10,LDL receptor related protein 10
206116_s_at,1.04E-07,1.58E-09,23.862863,TPM1,tropomyosin 1 (alpha)
202753_at,1.06E-07,1.62E-09,23.834352,PSMD6,"proteasome 26S subunit, non-ATPase 6"
213939_s_at,1.06E-07,1.62E-09,23.828487,RUFY3,RUN and FYVE domain containing 3
221970_s_at,1.06E-07,1.62E-09,23.827489,NOL11,nucleolar protein 11
210361_s_at,1.06E-07,1.63E-09,23.822516,ELF2,E74 like ETS transcription factor 2
221671_x_at,1.07E-07,1.65E-09,23.805395,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
218638_s_at,1.09E-07,1.68E-09,23.783364,LOC100130872///SPON2,uncharacterized LOC100130872///spondin 2
218192_at,1.10E-07,1.71E-09,23.758382,IP6K2,inositol hexakisphosphate kinase 2
214946_x_at,1.11E-07,1.73E-09,23.742436,LOC101930591///FAM21A///FAM21C,uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
206494_s_at,1.11E-07,1.73E-09,23.739689,ITGA2B,integrin subunit alpha 2b
210178_x_at,1.12E-07,1.74E-09,23.730137,SRSF10,serine and arginine rich splicing factor 10
212596_s_at,1.16E-07,1.82E-09,23.668125,HMGXB4,HMG-box containing 4
212894_at,1.16E-07,1.83E-09,23.665194,SUPV3L1,Suv3 like RNA helicase
208722_s_at,1.16E-07,1.83E-09,23.660599,ANAPC5,anaphase promoting complex subunit 5
34408_at,1.18E-07,1.87E-09,23.632824,RTN2,reticulon 2
208117_s_at,1.20E-07,1.90E-09,23.610193,LAS1L,"LAS1 like, ribosome biogenesis factor"
36564_at,1.22E-07,1.93E-09,23.589011,RNF19B,ring finger protein 19B
202900_s_at,1.24E-07,1.98E-09,23.554191,NUP88,nucleoporin 88
208855_s_at,1.24E-07,1.99E-09,23.551593,STK24,serine/threonine kinase 24
207808_s_at,1.26E-07,2.02E-09,23.527546,PROS1,protein S (alpha)
212885_at,1.26E-07,2.03E-09,23.522015,MPHOSPH10,M-phase phosphoprotein 10
213670_x_at,1.31E-07,2.10E-09,23.47322,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
211748_x_at,1.34E-07,2.16E-09,23.436957,PTGDS,prostaglandin D2 synthase
201715_s_at,1.36E-07,2.20E-09,23.411466,ACIN1,apoptotic chromatin condensation inducer 1
209572_s_at,1.36E-07,2.21E-09,23.404289,EED,embryonic ectoderm development
212657_s_at,1.37E-07,2.24E-09,23.387607,IL1RN,interleukin 1 receptor antagonist
203185_at,1.38E-07,2.25E-09,23.380128,RASSF2,Ras association domain family member 2
218462_at,1.38E-07,2.25E-09,23.378796,RPF1,ribosome production factor 1 homolog
215492_x_at,1.41E-07,2.32E-09,23.341204,PTCRA,pre T-cell antigen receptor alpha
201109_s_at,1.41E-07,2.32E-09,23.340736,THBS1,thrombospondin 1
212251_at,1.46E-07,2.41E-09,23.285001,MTDH,metadherin
203721_s_at,1.46E-07,2.41E-09,23.284111,UTP18,"UTP18, small subunit processome component"
204042_at,1.57E-07,2.61E-09,23.177447,WASF3,WAS protein family member 3
202949_s_at,1.58E-07,2.63E-09,23.165431,FHL2,four and a half LIM domains 2
202829_s_at,1.61E-07,2.68E-09,23.140942,VAMP7,vesicle associated membrane protein 7
200679_x_at,1.64E-07,2.75E-09,23.108075,HMGB1,high mobility group box 1
219817_at,1.66E-07,2.79E-09,23.08566,MAPKAPK5-AS1,MAPKAPK5 antisense RNA 1
203847_s_at,1.66E-07,2.79E-09,23.085454,AKAP8,A-kinase anchoring protein 8
214551_s_at,1.68E-07,2.83E-09,23.068385,CD7,CD7 molecule
203091_at,1.68E-07,2.85E-09,23.058801,FUBP1,far upstream element binding protein 1
205804_s_at,1.69E-07,2.86E-09,23.052158,TRAF3IP3,TRAF3 interacting protein 3
201524_x_at,1.72E-07,2.93E-09,23.0192,UBE2N,ubiquitin conjugating enzyme E2 N
215176_x_at,1.75E-07,2.99E-09,22.99455,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
205882_x_at,1.76E-07,3.02E-09,22.980153,ADD3,adducin 3
216956_s_at,1.77E-07,3.04E-09,22.971831,ITGA2B,integrin subunit alpha 2b
203853_s_at,1.79E-07,3.07E-09,22.955733,GAB2,GRB2 associated binding protein 2
221517_s_at,1.79E-07,3.08E-09,22.951909,MED17,mediator complex subunit 17
215087_at,1.82E-07,3.14E-09,22.924902,C15orf39,chromosome 15 open reading frame 39
213410_at,1.86E-07,3.22E-09,22.890121,EDRF1,erythroid differentiation regulatory factor 1
211063_s_at,1.87E-07,3.24E-09,22.882403,NCK1,NCK adaptor protein 1
204316_at,1.91E-07,3.33E-09,22.845718,RGS10,regulator of G-protein signaling 10
221160_s_at,1.93E-07,3.38E-09,22.827771,CABP5,calcium binding protein 5
206493_at,1.94E-07,3.39E-09,22.821332,ITGA2B,integrin subunit alpha 2b
222216_s_at,1.95E-07,3.41E-09,22.812709,MRPL17,mitochondrial ribosomal protein L17
201948_at,1.97E-07,3.47E-09,22.790086,GNL2,G protein nucleolar 2
209141_at,1.99E-07,3.51E-09,22.775842,UBE2G1,ubiquitin conjugating enzyme E2 G1
208620_at,2.02E-07,3.57E-09,22.752107,PCBP1,poly(rC) binding protein 1
201782_s_at,2.10E-07,3.73E-09,22.690504,AIP,aryl hydrocarbon receptor interacting protein
210895_s_at,2.10E-07,3.74E-09,22.689733,CD86,CD86 molecule
218700_s_at,2.15E-07,3.83E-09,22.657514,RAB29,"RAB29, member RAS oncogene family"
220528_at,2.15E-07,3.84E-09,22.652554,VNN3,vanin 3
217157_x_at,2.15E-07,3.86E-09,22.646218,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
220740_s_at,2.16E-07,3.87E-09,22.642599,SLC12A6,solute carrier family 12 member 6
213923_at,2.20E-07,3.96E-09,22.609409,RAP2B,"RAP2B, member of RAS oncogene family"
208498_s_at,2.21E-07,3.98E-09,22.604621,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,"actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
211776_s_at,2.22E-07,4.02E-09,22.590042,EPB41L3,erythrocyte membrane protein band 4.1 like 3
201946_s_at,2.22E-07,4.03E-09,22.588232,CCT2,chaperonin containing TCP1 subunit 2
221556_at,2.23E-07,4.06E-09,22.578241,CDC14B,cell division cycle 14B
211576_s_at,2.24E-07,4.09E-09,22.56768,SLC19A1,solute carrier family 19 member 1
201042_at,2.28E-07,4.16E-09,22.544934,TGM2,transglutaminase 2
210164_at,2.29E-07,4.20E-09,22.530978,GZMB,granzyme B
208447_s_at,2.37E-07,4.36E-09,22.480754,PRPS1,phosphoribosyl pyrophosphate synthetase 1
210357_s_at,2.37E-07,4.37E-09,22.477746,SMOX,spermine oxidase
57588_at,2.38E-07,4.38E-09,22.473268,SLC24A3,solute carrier family 24 member 3
222006_at,2.41E-07,4.47E-09,22.445599,LETM1,leucine zipper and EF-hand containing transmembrane protein 1
211643_x_at,2.41E-07,4.48E-09,22.445356,IGK///IGKC,immunoglobulin kappa locus///immunoglobulin kappa constant
200746_s_at,2.42E-07,4.49E-09,22.441035,GNB1,G protein subunit beta 1
210774_s_at,2.42E-07,4.51E-09,22.43517,NCOA4,nuclear receptor coactivator 4
211663_x_at,2.46E-07,4.60E-09,22.407903,PTGDS,prostaglandin D2 synthase
207460_at,2.48E-07,4.64E-09,22.395407,GZMM,granzyme M
222186_at,2.56E-07,4.80E-09,22.350819,,
218237_s_at,2.65E-07,4.98E-09,22.30105,SLC38A1,solute carrier family 38 member 1
213022_s_at,2.68E-07,5.05E-09,22.282752,UTRN,utrophin
207358_x_at,2.68E-07,5.05E-09,22.280977,MACF1,microtubule-actin crosslinking factor 1
218048_at,2.76E-07,5.22E-09,22.237537,COMMD3,COMM domain containing 3
214016_s_at,2.76E-07,5.24E-09,22.231683,SFPQ,splicing factor proline and glutamine rich
202380_s_at,2.92E-07,5.56E-09,22.151099,NKTR,natural killer cell triggering receptor
214455_at,3.13E-07,5.97E-09,22.05584,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG,"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
211822_s_at,3.17E-07,6.08E-09,22.03228,NLRP1,NLR family pyrin domain containing 1
201386_s_at,3.17E-07,6.08E-09,22.031104,DHX15,DEAH-box helicase 15
221523_s_at,3.20E-07,6.15E-09,22.016049,RRAGD,Ras related GTP binding D
203432_at,3.28E-07,6.34E-09,21.976291,TMPO,thymopoietin
200899_s_at,3.28E-07,6.34E-09,21.976035,MGEA5,meningioma expressed antigen 5 (hyaluronidase)
212851_at,3.38E-07,6.55E-09,21.931359,DCUN1D4,defective in cullin neddylation 1 domain containing 4
209688_s_at,3.38E-07,6.56E-09,21.929329,CCDC93,coiled-coil domain containing 93
201959_s_at,3.38E-07,6.56E-09,21.929057,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
216892_at,3.38E-07,6.58E-09,21.925785,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker)
202615_at,3.38E-07,6.59E-09,21.9229,GNAQ,G protein subunit alpha q
209048_s_at,3.41E-07,6.68E-09,21.905691,ZMYND8,zinc finger MYND-type containing 8
209774_x_at,3.54E-07,6.96E-09,21.85078,CXCL2,C-X-C motif chemokine ligand 2
214938_x_at,3.54E-07,6.96E-09,21.849761,HMGB1,high mobility group box 1
212452_x_at,3.54E-07,6.98E-09,21.847044,KAT6B,lysine acetyltransferase 6B
204040_at,3.56E-07,7.04E-09,21.834957,RNF144A,ring finger protein 144A
212616_at,3.57E-07,7.06E-09,21.830066,CHD9,chromodomain helicase DNA binding protein 9
210438_x_at,3.58E-07,7.12E-09,21.819501,TROVE2,TROVE domain family member 2
204881_s_at,3.58E-07,7.14E-09,21.816419,UGCG,UDP-glucose ceramide glucosyltransferase
218272_at,3.58E-07,7.14E-09,21.815029,TTC38,tetratricopeptide repeat domain 38
219630_at,3.58E-07,7.15E-09,21.813568,PDZK1IP1,PDZK1 interacting protein 1
201125_s_at,3.58E-07,7.17E-09,21.80998,ITGB5,integrin subunit beta 5
202478_at,3.61E-07,7.24E-09,21.796296,TRIB2,tribbles pseudokinase 2
213081_at,3.65E-07,7.34E-09,21.778467,ZBTB22,zinc finger and BTB domain containing 22
201906_s_at,3.67E-07,7.41E-09,21.766387,CTDSPL,CTD small phosphatase like
203079_s_at,3.67E-07,7.42E-09,21.764809,CUL2,cullin 2
209689_at,3.67E-07,7.43E-09,21.762082,CCDC93,coiled-coil domain containing 93
214102_at,3.70E-07,7.50E-09,21.750483,,
218718_at,3.75E-07,7.65E-09,21.723809,PDGFC,platelet derived growth factor C
212176_at,3.75E-07,7.65E-09,21.723499,PNISR,PNN interacting serine and arginine rich protein
204725_s_at,3.76E-07,7.68E-09,21.718618,NCK1,NCK adaptor protein 1
202290_at,3.80E-07,7.77E-09,21.702392,PDAP1,PDGFA associated protein 1
208960_s_at,3.80E-07,7.79E-09,21.69917,KLF6,Kruppel like factor 6
213986_s_at,3.81E-07,7.83E-09,21.69244,TMEM259,transmembrane protein 259
201515_s_at,3.82E-07,7.87E-09,21.684364,TSN,translin
48031_r_at,3.82E-07,7.88E-09,21.683043,FAXDC2,fatty acid hydroxylase domain containing 2
210592_s_at,3.89E-07,8.04E-09,21.655635,SAT1,spermidine/spermine N1-acetyltransferase 1
202430_s_at,3.91E-07,8.12E-09,21.643716,PLSCR1,phospholipid scramblase 1
201489_at,4.05E-07,8.42E-09,21.593915,PPIF,peptidylprolyl isomerase F
218921_at,4.05E-07,8.43E-09,21.593494,SIGIRR,single Ig and TIR domain containing
215223_s_at,4.11E-07,8.59E-09,21.56719,LOC100129518///SOD2,"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial"
208778_s_at,4.11E-07,8.61E-09,21.565421,SNORA29///TCP1,"small nucleolar RNA, H/ACA box 29///t-complex 1"
212980_at,4.12E-07,8.64E-09,21.560429,AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
217980_s_at,4.16E-07,8.74E-09,21.544786,MRPL16,mitochondrial ribosomal protein L16
207719_x_at,4.19E-07,8.81E-09,21.533658,CEP170P1///CEP170,centrosomal protein 170 pseudogene 1///centrosomal protein 170
208490_x_at,4.19E-07,8.84E-09,21.52992,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG,"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
212242_at,4.21E-07,8.90E-09,21.519677,TUBA4A,tubulin alpha 4a
220044_x_at,4.22E-07,8.94E-09,21.514482,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
213097_s_at,4.29E-07,9.11E-09,21.48982,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2
222150_s_at,4.32E-07,9.21E-09,21.474642,GSAP,gamma-secretase activating protein
203579_s_at,4.32E-07,9.21E-09,21.474355,SLC7A6,solute carrier family 7 member 6
202225_at,4.35E-07,9.30E-09,21.461179,CRK,"CRK proto-oncogene, adaptor protein"
215706_x_at,4.40E-07,9.42E-09,21.445073,ZYX,zyxin
213483_at,4.48E-07,9.61E-09,21.417776,PPWD1,peptidylprolyl isomerase domain and WD repeat containing 1
219822_at,4.49E-07,9.66E-09,21.410911,MTRF1,mitochondrial translational release factor 1
204628_s_at,4.51E-07,9.72E-09,21.402033,ITGB3,integrin subunit beta 3
221959_at,4.51E-07,9.74E-09,21.399468,FAM110B,family with sequence similarity 110 member B
218208_at,4.53E-07,9.81E-09,21.39029,PQLC1,PQ loop repeat containing 1
212672_at,4.54E-07,9.83E-09,21.387145,ATM,ATM serine/threonine kinase
203358_s_at,4.57E-07,9.93E-09,21.373276,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
210470_x_at,4.59E-07,1.00E-08,21.364735,NONO,"non-POU domain containing, octamer-binding"
201724_s_at,4.60E-07,1.00E-08,21.361313,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
218437_s_at,4.60E-07,1.00E-08,21.358778,LZTFL1,leucine zipper transcription factor like 1
201537_s_at,4.64E-07,1.02E-08,21.342595,DUSP3,dual specificity phosphatase 3
200685_at,4.64E-07,1.02E-08,21.340342,SRSF11,serine and arginine rich splicing factor 11
205685_at,4.68E-07,1.03E-08,21.325085,CD86,CD86 molecule
211615_s_at,4.70E-07,1.04E-08,21.316738,LRPPRC,leucine rich pentatricopeptide repeat containing
221042_s_at,4.72E-07,1.04E-08,21.309881,CLMN,calmin
218505_at,4.73E-07,1.05E-08,21.304752,WDR59,WD repeat domain 59
202127_at,4.82E-07,1.07E-08,21.26892,PRPF4B,pre-mRNA processing factor 4B
211082_x_at,4.82E-07,1.07E-08,21.268811,MARK2,microtubule affinity regulating kinase 2
208705_s_at,4.82E-07,1.08E-08,21.264635,EIF5,eukaryotic translation initiation factor 5
202176_at,4.82E-07,1.08E-08,21.264563,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit"
200072_s_at,4.82E-07,1.08E-08,21.264221,HNRNPM,heterogeneous nuclear ribonucleoprotein M
213460_x_at,4.87E-07,1.09E-08,21.248235,NSUN5P2///NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
219281_at,5.05E-07,1.13E-08,21.198987,MSRA,methionine sulfoxide reductase A
211645_x_at,5.08E-07,1.14E-08,21.188378,,
209015_s_at,5.14E-07,1.16E-08,21.16952,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
208021_s_at,5.20E-07,1.17E-08,21.149913,RFC1,replication factor C subunit 1
208895_s_at,5.28E-07,1.19E-08,21.126902,DDX18,DEAD-box helicase 18
200968_s_at,5.30E-07,1.20E-08,21.118915,PPIB,peptidylprolyl isomerase B
219173_at,5.30E-07,1.20E-08,21.117889,MYO15B,myosin XVB
208601_s_at,5.32E-07,1.21E-08,21.10927,TUBB1,tubulin beta 1 class VI
203364_s_at,5.44E-07,1.24E-08,21.07722,ATG13,autophagy related 13
221742_at,5.44E-07,1.24E-08,21.074808,CELF1,"CUGBP, Elav-like family member 1"
212041_at,5.59E-07,1.28E-08,21.036557,ATP6V0D1,ATPase H+ transporting V0 subunit d1
218515_at,5.66E-07,1.30E-08,21.015755,PAXBP1,PAX3 and PAX7 binding protein 1
203014_x_at,5.72E-07,1.31E-08,21.000879,SGSM3,small G protein signaling modulator 3
204993_at,5.88E-07,1.35E-08,20.961639,GNAZ,G protein subunit alpha z
213398_s_at,6.03E-07,1.39E-08,20.924941,SDR39U1,short chain dehydrogenase/reductase family 39U member 1
213649_at,6.05E-07,1.40E-08,20.917611,SRSF7,serine and arginine rich splicing factor 7
201921_at,6.15E-07,1.42E-08,20.89318,GNG10,G protein subunit gamma 10
213089_at,6.17E-07,1.43E-08,20.886386,LOC100272216,uncharacterized LOC100272216
209889_at,6.25E-07,1.45E-08,20.867356,SEC31B,"SEC31 homolog B, COPII coat complex component"
218117_at,6.29E-07,1.47E-08,20.855217,RBX1,ring-box 1
201457_x_at,6.30E-07,1.47E-08,20.850305,BUB3,"BUB3, mitotic checkpoint protein"
213653_at,6.34E-07,1.48E-08,20.841275,METTL3,methyltransferase like 3
217473_x_at,6.37E-07,1.49E-08,20.832139,SLC11A1,solute carrier family 11 member 1
221499_s_at,6.46E-07,1.52E-08,20.810335,STX16,syntaxin 16
218890_x_at,6.58E-07,1.55E-08,20.782768,MRPL35,mitochondrial ribosomal protein L35
210766_s_at,6.59E-07,1.55E-08,20.777889,CSE1L,chromosome segregation 1 like
211707_s_at,6.61E-07,1.56E-08,20.772649,IQCB1,IQ motif containing B1
202911_at,6.66E-07,1.58E-08,20.75767,MSH6,mutS homolog 6
201666_at,6.66E-07,1.58E-08,20.756921,TIMP1,TIMP metallopeptidase inhibitor 1
201752_s_at,6.67E-07,1.58E-08,20.75377,ADD3,adducin 3
AFFX-M27830_M_at,6.90E-07,1.64E-08,20.704513,,
201484_at,6.92E-07,1.65E-08,20.698293,SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit"
209178_at,6.98E-07,1.67E-08,20.684847,DHX38,DEAH-box helicase 38
218366_x_at,7.54E-07,1.80E-08,20.580049,METTL17,methyltransferase like 17
215785_s_at,7.59E-07,1.82E-08,20.568469,CYFIP2,cytoplasmic FMR1 interacting protein 2
221158_at,7.69E-07,1.85E-08,20.549124,PAXBP1,PAX3 and PAX7 binding protein 1
217737_x_at,7.70E-07,1.85E-08,20.545448,RTFDC1,replication termination factor 2 domain containing 1
208442_s_at,7.72E-07,1.86E-08,20.540061,ATM,ATM serine/threonine kinase
210119_at,7.78E-07,1.88E-08,20.526201,KCNJ15,potassium voltage-gated channel subfamily J member 15
